Species,Timestep,GRO,TWD,Temperature,VPD
PISY,2015-01-15T07:00:00Z,0,179.271782,-3.125,0.142059
PISY,2015-01-15T08:00:00Z,0,178.668714,-2.875,0.148952
PISY,2015-01-15T09:00:00Z,0,177.427742,-1.75,0.162575
PISY,2015-01-15T10:00:00Z,0,176.331746,-0.5,0.196598
PISY,2015-01-15T11:00:00Z,0,176.808542,1.25,0.22289
PISY,2015-01-15T12:00:00Z,0,176.897153,2.625,0.301944
PISY,2015-01-15T13:00:00Z,0,176.854185,4.166668,0.38581
PISY,2015-01-15T14:00:00Z,0,177.455091,5.125,0.425361
PISY,2015-01-15T15:00:00Z,0,180.801323,4.5,0.408533
PISY,2015-01-15T16:00:00Z,0,182.878193,3.791668,0.376955
PISY,2015-01-15T17:00:00Z,0,184.38422,3.75,0.369403
PISY,2015-01-15T18:00:00Z,0,184.91745,2.5,0.310842
PISY,2015-01-15T19:00:00Z,0,187.072037,2.125,0.28816
PISY,2015-01-15T20:00:00Z,0,187.272626,2.375,0.291425
PISY,2015-01-15T21:00:00Z,0,187.809192,1.875,0.26942
PISY,2015-01-15T22:00:00Z,0,188.553924,1.125,0.243218
PISY,2015-01-15T23:00:00Z,0,189.267602,1.5,0.236593
PISY,2015-01-16T00:00:00Z,0,189.338407,2.125,0.241781
PISY,2015-01-16T01:00:00Z,0,189.651312,1.75,0.229511
PISY,2015-01-16T02:00:00Z,0,190.287823,1.375,0.205865
PISY,2015-01-16T03:00:00Z,0,191.440034,1.25,0.193276
PISY,2015-01-16T04:00:00Z,0,191.889615,1.875,0.216767
PISY,2015-01-16T05:00:00Z,0,191.98555,2.625,0.24762
PISY,2015-01-16T06:00:00Z,0,192.801191,2.125,0.209545
PISY,2015-01-16T07:00:00Z,0,193.092216,1.75,0.187067
PISY,2015-01-16T08:00:00Z,0,194.216002,1.625,0.164045
PISY,2015-01-16T09:00:00Z,0,194.095934,2.208333,0.174809
PISY,2015-01-16T10:00:00Z,0,193.837814,3.375,0.203255
PISY,2015-01-16T11:00:00Z,0,194.549491,4.333333,0.226969
PISY,2015-01-16T12:00:00Z,0,195.407304,4.625,0.230379
PISY,2015-01-16T13:00:00Z,0,196.443104,5.125,0.262297
PISY,2015-01-16T14:00:00Z,0,197.309406,5.166668,0.275398
PISY,2015-01-16T15:00:00Z,0,198.62919,5.166665,0.273144
PISY,2015-01-16T16:00:00Z,0,200.042901,5,0.282344
PISY,2015-01-16T17:00:00Z,0,200.412916,4.916668,0.269584
PISY,2015-01-16T18:00:00Z,0,202.445211,4.291668,0.203447
PISY,2015-01-16T19:00:00Z,0,204.12816,3.416668,0.135609
PISY,2015-01-16T20:00:00Z,0,204.240696,3,0.091714
PISY,2015-01-16T21:00:00Z,0,204.268347,2.875,0.084114
PISY,2015-01-16T22:00:00Z,0,202.969637,2.625,0.061234
PISY,2015-01-16T23:00:00Z,0,201.420687,2.25,0.044402
PISY,2015-01-17T00:00:00Z,0,200.490709,1.875,0.034982
PISY,2015-01-17T01:00:00Z,0,200.29194,1.625,0.034565
PISY,2015-01-17T02:00:00Z,0,199.481405,1.5,0.033529
PISY,2015-01-17T03:00:00Z,0,199.05302,1.25,0.031179
PISY,2015-01-17T04:00:00Z,0,198.479912,0.5,0.02446
PISY,2015-01-17T05:00:00Z,0,197.897585,-0.125,0.021297
